Entity-Destination(e1,e2)	She moved the <e1> files </e1> into a <e2> shared folder </e2> .
Entity-Destination(e1,e2)	<e1> Papers </e1> of conductor and arranger Andre Kostelanetz are being donated to the <e2> library </e2> by the musician 's estate .
Content-Container(e1,e2)	The <e1> litho </e1> was enclosed in <e2> plastic </e2> and is like new .
Content-Container(e1,e2)	That big piece of <e1> meat </e1> was in a <e2> can </e2> of Bush 's Baked Beans that we had for lunch today .
Content-Container(e1,e2)	Making a slow cook <e1> turkey </e1> in the <e2> crock pot </e2> is pretty similar to making one in the oven .
Content-Container(e1,e2)	No one found the handcuff <e1> key </e1> , which was hidden in a small <e2> pouch </e2> in his gym shorts .
Content-Container(e1,e2)	When it arrived , the <e1> kapok fiber </e1> was sealed in vinyl <e2> plastic packets </e2> to prevent exposure to the water .
Content-Container(e1,e2)	The <e1> ice </e1> was contained in a 10 cm thick insulating foam-lined <e2> box </e2> .
Content-Container(e1,e2)	My <e1> itinerary </e1> was in a <e2> suitcase </e2> , among stacks of teaching materials so I asked the Delta ticket agent to look up my outgoing flight number .
Content-Container(e1,e2)	A <e1> gas </e1> is enclosed in a <e2> container </e2> fitted with a piston of cross-sectional area 0.10 mz .
Member-Collection(e1,e2)	In recent years , <e1> opinions </e1> on classical drive theory have fallen into contending <e2> groups </e2> .
Member-Collection(e1,e2)	A <e1> deputy </e1> from Sarkozy 's ruling UMP <e2> party </e2> , Etienne Pinte , also said he was `` very shocked '' by the charter flight .
Member-Collection(e1,e2)	Thousands of multicoloured fish populate the lagoon and the fallings of the passes ; the large barracudas are scouting dangerously , and their cousins the `` becunes '' <e1> fish </e1> gather in immense <e2> shoal </e2> , like the `` carangues `` playing in the sun , as squadrons driving out of their territory the too daring small sharks .
Member-Collection(e1,e2)	The <e1> principal </e1> is a member of the <e2> corporation </e2> -LRB- governing body -RRB- and is its main professional adviser .
Member-Collection(e1,e2)	All that has changed after the arrival , last month , of a handful of socialist environmental <e1> campaigners </e1> from the <e2> group </e2> .
Member-Collection(e1,e2)	Another <e1> deputy </e1> from coalition <e2> party </e2> resigns in Turkey .
Member-Collection(e1,e2)	Our <e1> director </e1> is a member of the AEA , NAFSA , and EAIE <e2> organizations </e2> .
Member-Collection(e1,e2)	Winter is here , and the little fir <e1> tree </e1> stands lonely in the <e2> forest </e2> .
Message-Topic(e1,e2)	The <e1> directive </e1> applied to <e2> discrimination </e2> on the basis of gender reassignment as well as discrimination on the basis of sex alone .
Message-Topic(e1,e2)	I included <e1> sections </e1> dealing with labour <e2> markets </e2> , domestic taxation , economic activation policies , and financial market regulation .
Message-Topic(e1,e2)	Five has launched a <e1> website </e1> , Holy Soap , dedicated to popular television <e2> soap operas </e2> across all channels .
Message-Topic(e1,e2)	This <e1> fable </e1> illustrates the <e2> force </e2> of jealousy between married people .
Message-Topic(e1,e2)	The purpose of the <e1> chapter </e1> is to create a picture of <e2> palliative care </e2> today by presenting its definition , history , philosophy . objectives , and standards of care .
Message-Topic(e1,e2)	The <e1> newsletter </e1> of the center informs about new <e2> exhibitions </e2> , congresses , seminars and conferences .
Message-Topic(e1,e2)	Salva Kiir gave a <e1> speech </e1> criticising the <e2> north </e2> for the slow progress of the country 's peace agreement .
Message-Topic(e1,e2)	This <e1> information sheet </e1> summarises the <e2> labour environment </e2> in the UK .
Product-Producer(e2,e1)	When a fan of EA 's golf game pointed out a flaw that Tiger Woods could play a `` Jesus Shot '' from on water , the game <e1> manufacturer </e1> 's <e2> response </e2> was this viral featuring the man himself .
Product-Producer(e2,e1)	The English writer , poet , philologist , and university <e1> professor </e1> was best known as the author of the classic high fantasy <e2> works </e2> The Hobbit , The Lord of the Rings and The Silmarillion .
Product-Producer(e2,e1)	Under Hideyoshi 's administration the <e1> factory </e1> 's output of <e2> firearms </e2> increased dramatically .
Product-Producer(e2,e1)	Highly specialized <e1> workers </e1> situated alongside a series of rolling ramps built up a <e2> product </e2> such as -LRB- in Ford 's case -RRB- an automobile .
Product-Producer(e2,e1)	In 1858 a <e1> shoemaker </e1> invented a <e2> machine </e2> for sewing the soles of shoes to the uppers .
Product-Producer(e2,e1)	`` Know that you are in our thoughts and our prayers , '' the <e1> president </e1> said in a <e2> message </e2> released two days early because of Christmas .
Product-Producer(e2,e1)	Michael Barry is one of the most respected riders in the peloton and the <e1> author </e1> of two books and many fascinating <e2> articles </e2> .
Product-Producer(e2,e1)	The <e1> artist </e1> made the <e2> picture </e2> when he was a fourth grade student in Iowa City .
Member-Collection(e2,e1)	A little ringed plover flew over the water at the bottom of the <e1> colony </e1> of <e2> vultures </e2> .
Member-Collection(e2,e1)	There is great diversity of collective nouns associated with animals , from a <e1> sleuth </e1> of <e2> bears </e2> to a murder of crows .
Member-Collection(e2,e1)	Anyway , there 's a <e1> cabal </e1> of ninja <e2> assassins </e2> who traverse the globe killing people for `` 100 pounds of gold '' , or the modern day equivalent .
Member-Collection(e2,e1)	Just then a camel <e1> caravan </e1> of Ishmaelite <e2> merchants </e2> came passing by , on their way to trade in Egypt .
Member-Collection(e2,e1)	The reconstitution of <e1> boards </e1> of <e2> governors </e2> takes place every 4 years and the current term of boards of governors is due to end on 30 June 2009 for controlled and maintained schools .
Member-Collection(e2,e1)	Las Nubes Coffee is produced by a <e1> cooperative </e1> of small <e2> farmers </e2> in southern Costa Rica as part of the Las Nubes Research and Conservation Program of the Faculty of Environmental Studies of York University .
Member-Collection(e2,e1)	Large <e1> rafters </e1> of <e2> turkeys </e2> have drown by standing out in the rain , looking up at it , with their mouths open .
Member-Collection(e2,e1)	I remember one day many years ago sitting on the top of Braich-y-Pwll on the Llyn Peninsula watching a <e1> chattering </e1> of <e2> choughs </e2> performing an amazing set of aerodynamics in the updrafts of a winter storm .
Cause-Effect(e1,e2)	The <e1> storm </e1> resulted in 31 deaths and 2.5 million dollars <e2> damage </e2> .
Cause-Effect(e1,e2)	As I pulled unit apart the small fan on top of light was caked with dust , the <e1> heat </e1> caused a little <e2> discoloration </e2> on the difusing lense .
Cause-Effect(e1,e2)	The JFK baggage system <e1> malfunction </e1> caused <e2> delays </e2> for some flights and caused some passengers to simply travel without their things .
Cause-Effect(e1,e2)	Diet fizzy <e1> drinks </e1> and meat cause heart disease and <e2> diabetes </e2> .
Cause-Effect(e1,e2)	My problem is that the <e1> advertisement </e1> gives the <e2> impression </e2> that women in rural Bangladesh have 6 children .
Cause-Effect(e1,e2)	Ditto for his funny turn as a <e1> man </e1> who instigates the <e2> kidnapping </e2> of his own wife in E Niwas 's Love Ke Liye Kuch Bhi Karega .
Cause-Effect(e1,e2)	The fatal <e1> mistake </e1> caused a <e2> quarrel </e2> between different companies .
Cause-Effect(e1,e2)	The <e1> earthquake </e1> caused a bulrush <e2> marsh </e2> at West Point , on the Puget Sound shore in Seattle , to drop and the tsunami deposited sand on top of the marsh .
Component-Whole(e1,e2)	It can be seen among the wild <e1> flowers </e1> growing in the lower <e2> garden </e2> of Pavilion VI .
Component-Whole(e1,e2)	The <e1> facade </e1> of the <e2> building </e2> is of unhewn stone and glass .
Component-Whole(e1,e2)	Nails grow out of deep folds in the <e1> skin </e1> of the <e2> fingers </e2> and toes .
Component-Whole(e1,e2)	Extensive references to scientific literature form an important part of each monograph and over 1800 new <e1> citations </e1> appear in the <e2> book </e2> .
Component-Whole(e1,e2)	We filled the second <e1> drawer </e1> from the bottom in a four-drawer filing <e2> cabinet </e2> before any of the others , to weight the bottom and to prevent it from tilting over .
Component-Whole(e1,e2)	The slide system consists of a slideway and a sliding element , whereas the slide system is connected to at least one piston and the <e1> crank </e1> of the <e2> shaft </e2> .
Component-Whole(e1,e2)	The <e1> barbels </e1> of the exposed <e2> catfish </e2> curled within 2 hours in heptachlor .
Component-Whole(e1,e2)	In this article most of the photos are taken with the fish oriented with the <e1> head </e1> of the <e2> fish </e2> pointing away from you and and turned upside down .
Message-Topic(e2,e1)	This <e1> paper </e1> received positive review <e2> comments </e2> from the senior editors of the journal and was accepted for December 2005 presentation .
Message-Topic(e2,e1)	Another important <e1> data structure </e1> - the heap - has already been introduced in the previous <e2> chapter </e2> .
Message-Topic(e2,e1)	This <e1> love </e1> of nature 's gift has been reflected in <e2> artworks </e2> dating back more than a thousand years .
Message-Topic(e2,e1)	The <e1> weather </e1> is a constant topic of <e2> conversation </e2> , especially of course when it comes to climate change .
Message-Topic(e2,e1)	These <e1> subjects </e1> were thoroughly investigated at the <e2> conference </e2> during the three seminars each of high specialist content .
Message-Topic(e2,e1)	<e1> Details </e1> of new contract were under <e2> discussion </e2> .
Message-Topic(e2,e1)	That <e1> paper </e1> received favorable <e2> review </e2> .
Message-Topic(e2,e1)	His <e1> career </e1> was most recently summarised in John Bray 's <e2> biography </e2> of Gallienus .
Product-Producer(e1,e2)	In this <e1> work </e1> the <e2> researchers </e2> , for the first time , attest that monopoles exist as emergent states of matter , i.e. they emerge from special arrangements of dipoles and are completely different from the constituents of the material .
Product-Producer(e1,e2)	Art , a concept separate from both <e1> artwork </e1> and <e2> creator </e2> , thus exists as the source for them both .
Product-Producer(e1,e2)	A <e1> statement </e1> from the <e2> campaign </e2> claimed that police knew quickly they had killed an innocent man .
Product-Producer(e1,e2)	I have long been an ardent admirer , user , and buyer of the <e1> knitwear </e1> produced by this excellent <e2> company </e2> based in the small borders town of Hawick .
Product-Producer(e1,e2)	The <e1> shed </e1> got put up by these <e2> people </e2> who arrived and made it .
Product-Producer(e1,e2)	The female bees of most species feed on the <e1> nectar </e1> secreted by many <e2> plants </e2> .
Product-Producer(e1,e2)	The above <e1> advertisement </e1> is from the server <e2> provider </e2> not from me .
Product-Producer(e1,e2)	Next we stopped by a pine table where an arrangement of cobalt blue `` knitted '' <e1> bowls </e1> by a South African <e2> ceramicist </e2> complemented a neat stack of chic indigo denim trousers by London 's Made in Heaven .
Entity-Origin(e1,e2)	The following are pages of MeSH annual <e1> updates </e1> from previous <e2> years </e2> .
Entity-Origin(e1,e2)	A <e1> gift </e1> arrived from the politician 's big <e2> brother </e2> .
Entity-Origin(e1,e2)	The <e1> poem </e1> is from his posthumous <e2> diaries </e2> and collection , A River Dies of Thirst : The Girl / The Scream .
Entity-Origin(e1,e2)	The Philippines ' aboriginal <e1> inhabitants </e1> arrived from the Asian <e2> mainland </e2> around 25000 BC .
Entity-Origin(e1,e2)	Patient survival one year after transplantation from a living-related donor is 95 % and comparably high if the <e1> organ </e1> comes from a cadaveric <e2> donor </e2> .
Entity-Origin(e1,e2)	After his alarm began to sound and the <e1> suspects </e1> had left the <e2> house </e2> , he went to the front door .
Entity-Origin(e1,e2)	The clear <e1> spirit </e1> is distilled from fresh <e2> grain </e2> .
Entity-Origin(e1,e2)	In this animation the incident <e1> wave </e1> is travelling from a high density <e2> region </e2> towards a low density -LRB- high wave speed -RRB- region .
Component-Whole(e2,e1)	The Rabbit wine <e1> opener </e1> even automatically releases the cork from the <e2> spiral </e2> .
Component-Whole(e2,e1)	The cerebral <e1> cortex </e1> is composed of a sheet of <e2> neurons </e2> that during evolution has increased by three orders of mag - nitude in surface area .
Component-Whole(e2,e1)	The morning <e1> session </e1> of the symposium comprises <e2> contributions </e2> from former group members and ends with a reunion lunch for the attendees .
Component-Whole(e2,e1)	This documentary graphic <e1> novel </e1> brings together starkly beautiful black and white <e2> photographs </e2> taken by Lefevre .
Component-Whole(e2,e1)	Among the highlights were an epaulette <e1> shark </e1> that walks on its <e2> fins </e2> , a praying mantis-like shrimp and scores of reef-building corals .
Component-Whole(e2,e1)	The <e1> episode </e1> featured a commentary <e2> track </e2> recorded by creator and writer/producer David Simon .
Component-Whole(e2,e1)	This <e1> crane </e1> has a telescopic <e2> boom </e2> that is mounted on a movable platform .
Component-Whole(e2,e1)	The <e1> alarm </e1> has one <e2> sounder </e2> based in the entrance hall for entry and exit sound .
Content-Container(e2,e1)	The percussionist rattled a Nalgene <e1> bottle </e1> with uncooked <e2> popcorn </e2> in it .
Content-Container(e2,e1)	Now , I have a plastic <e1> bottle </e1> that contains <e2> alcohol </e2> in which I put my artificial eyelashes at night when I take them off , to clean them and keep them safe .
Content-Container(e2,e1)	The contents of the <e1> package </e1> included one opened individual <e2> candy bar wrapper </e2> , four unopened candy bar wrappers , one cardboard tray insert , and two cash register receipts .
Content-Container(e2,e1)	The <e1> box </e1> holds the <e2> answer </e2> to how you got trapped .
Content-Container(e2,e1)	A <e1> pack </e1> of the most popular <e2> cigarettes </e2> in the Seychelles in 2008 cost $ 15 at purchasing-power parity -LRB- PPP -RRB- .
Content-Container(e2,e1)	Oh , so this was all about a <e1> trash bag </e1> with <e2> money </e2> in it .
Content-Container(e2,e1)	He was surprised to discover that the <e1> suitcase </e1> was full of black-and-white <e2> photographs </e2> .
Content-Container(e2,e1)	Police investigating the discovery of a severed head on a British beach have found a <e1> suitcase </e1> full of <e2> body parts </e2> in a nearby harbour .
Entity-Origin(e2,e1)	Although the <e1> goats </e1> were farmed for their <e2> fibre </e2> from early times it was not until the 16th century that export of the goats was permitted .
Entity-Origin(e2,e1)	The Perrault <e1> version </e1> is the source of the most familiar Cinderella <e2> tale </e2> .
Entity-Origin(e2,e1)	However , in general the theory languished until 1984 when an international meeting was organized in Kona , Hawaii , about the <e1> origin </e1> of the <e2> moon </e2> .
Entity-Origin(e2,e1)	The candle <e1> wax </e1> is the main ingredient needed for making <e2> candles </e2> of all types .
Entity-Origin(e2,e1)	Some of the <e1> land </e1> was farmed for <e2> coffee </e2> in the past , but it is now mostly native vegetation -LRB- with some emergent trees -RRB- .
Entity-Origin(e2,e1)	In this constitution the <e1> people </e1> was the source of all <e2> powers </e2> , but it exercised none .
Entity-Origin(e2,e1)	Natural rubber latex or synthetic <e1> rubber </e1> is the main ingredient used for making rubber latex dipped <e2> products </e2> .
Entity-Origin(e2,e1)	The <e1> sub-catchment </e1> is farmed primarily for <e2> beef sucklers </e2> with a single dairy enterprise and a single poultry unit so the land use is entirely grassland .
Instrument-Agency(e1,e2)	By contrast , the <e1> robot </e1> lets the <e2> operator </e2> just queue raw stock and walk away , returning later to pick up completed parts in the unload queue .
Instrument-Agency(e1,e2)	Semi-structured <e1> interviews </e1> are used by <e2> researchers </e2> in order to acquire an agent-informed account of policy processes .
Instrument-Agency(e1,e2)	Choreographed fighting <e1> forms </e1> are used by <e2> students </e2> in order to develop an understanding of the offense , defense , distance , reaction , speed , and so forth .
Instrument-Agency(e1,e2)	The <e1> broadsword </e1> was used in some <e2> units </e2> , particularly Scottish regiments .
Instrument-Agency(e1,e2)	Without doubt , this is one of the best <e1> books </e1> for <e2> artists </e2> available .
Instrument-Agency(e1,e2)	Flamenco and bullfight cultural icons such as the ghostly bullhorns of the bullfight , or the <e1> anvil </e1> of the Romani -LRB- gypsy -RRB- <e2> blacksmiths </e2> are used in these paintings to visually sing a seguiriyas .
Instrument-Agency(e1,e2)	TextMate is hailed as the best <e1> editor </e1> for <e2> programmers </e2> by many people .
Instrument-Agency(e1,e2)	Commodities that sell and bear rents are also products , including the coils that help distill whiskey , the tatters of the beggar , the retorts of the adulterating druggist , the <e1> jimmy </e1> of the <e2> burglar </e2> and the brig of the pirate .
