Component-Whole(e1,e2)	Drawing my bow across the string sometimes results in the <e1> stick </e1> of the <e2> bow </e2> bouncing/vibrating up and down .
Cause-Effect(e2,e1)	An <e1> accident </e1> has been caused by the <e2> fog </e2> .
Member-Collection(e2,e1)	Kind-hearted market traders have stepped in to rescue a <e1> litter </e1> of <e2> kittens </e2> which were abandoned under one of their stalls .
Product-Producer(e2,e1)	The <e1> girl </e1> , in her first holiday season as an Elm Creek Quilter , creates a <e2> quilt </e2> for her best friend even as she begins to question her feelings for him .
Other	<e1> Percentages </e1> denote the interest <e2> rate </e2> .
Other	It has changed the way I think about the <e1> formation </e1> of <e2> parties </e2> and party systems .
Product-Producer(e2,e1)	The <e1> developer </e1> duly writes a test <e2> case </e2> , makes the necessary code changes , ensures the test passes , checks the code in and considers the job finished .
Cause-Effect(e2,e1)	The health <e1> benefits </e1> of alcoholic <e2> beverages </e2> are the subject of this investigation .
Product-Producer(e2,e1)	The average year round temperature in Denia is 18 ' centigrade , so the <e1> locals </e1> have put up a <e2> monument </e2> to the weather .
Entity-Destination(e1,e2)	She poured <e1> flour </e1> into a flat metal <e2> pan </e2> .
Message-Topic(e1,e2)	The focus of <e1> study </e1> is on psychological or mental <e2> mechanisms </e2> , also referred to as decision processes , information processes , or Darwinian algorithms .
Instrument-Agency(e2,e1)	However , the trial court also found , within the same aggravating factor , that the <e1> defendant </e1> killed the victim with a deadly <e2> weapon </e2> .
Message-Topic(e1,e2)	Reviewed <e1> audit </e1> reports on contract audit <e2> management </e2> issued by the NASA Office of Inspector General and the U.S. General Accounting Office .
Entity-Destination(e1,e2)	All <e1> items </e1> including photos have been dragged into a <e2> garbage bin </e2> .
Content-Container(e2,e1)	I found a <e1> bottle </e1> with 5 <e2> fentermine </e2> in it yesterday .
Other	A Chowchilla man is behind bars , after a pipe <e1> bomb </e1> was discovered inside a mobile <e2> home </e2> .
Entity-Destination(e1,e2)	The <e1> statue </e1> of an Aztec god is carried into a <e2> temple </e2> .
Member-Collection(e2,e1)	The city is a <e1> treasure trove </e1> of terrific <e2> libraries </e2> , interesting museums , and wonderful Victorian architecture complemented by the incomparable work of Scotland 's greatest architect , Charles Rennie Mackintosh .
Content-Container(e2,e1)	In her dentist dad 's office , with the help of her brother Norman she finds a <e1> bottle </e1> full of pulled <e2> teeth </e2> .
Cause-Effect(e1,e2)	This proves that the <e1> generator </e1> actually produced the renewable <e2> energy </e2> purchased and acts as the operative instrument of the transaction .
Instrument-Agency(e2,e1)	The <e1> singer </e1> 's <e2> technique </e2> facilitates the message .
Message-Topic(e1,e2)	This <e1> forum </e1> is particularly specialized in <e2> firefighting </e2> , EMS , and rescue discussions .
Other	The <e1> celebrity </e1> arrived to crash the <e2> party </e2> .
Other	I 've never seen anything like it in my life : they have a whole <e1> town </e1> of prarie <e2> dogs </e2> .
Message-Topic(e1,e2)	Later in his <e1> speech </e1> , Obama declared his <e2> support </e2> for Iranian nuclear power and opposition to Iranian nuclear weapons .
Entity-Origin(e1,e2)	In this slideshow , images and quotes by <e1> artists </e1> from past <e2> seasons </e2> of Art :21 are juxtaposed to create a portrait of architecture in contemporary art .
Other	<e1> Rainwater </e1> falls into special <e2> use </e2> .
Member-Collection(e2,e1)	Anybody who has a <e1> peep </e1> of <e2> chickens </e2> has an opportunity for some interesting observations and great omelet material .
Cause-Effect(e1,e2)	Sigmoid colon <e1> diverticulitis </e1> is the most common cause of acute <e2> pain </e2> in the left lower abdomen in older adults .
Member-Collection(e2,e1)	This research aimed to select and validate a <e1> battery </e1> of outcome <e2> measures </e2> of recovery after lower limb burn injury -LRB- LLBI -RRB- .
Other	`` Any time , '' he told her before turning to the <e1> boy </e1> who was in the <e2> desk </e2> next to him .
Member-Collection(e1,e2)	<e1> Fish </e1> gather in a <e2> shoal </e2> , a shallow place in a river or lake .
Other	The <e1> students </e1> designed the home 's living <e2> areas </e2> with an eye toward making a small house feel spacious .
Other	Furthermore , <e1> control </e1> over agricultural <e2> research </e2> , production , distribution and practice is shifting from public institutions to private corporations , which are profit driven and are not motivated by humanitarian concerns .
Other	Thus , we have set-up , early on , a familiar literary dynamic -- two <e1> compeers </e1> of different <e2> ages </e2> thrown together : Huck Finn and Nigger Jim , Holden Caufield and sister Phoebe , hell -- maybe even Dmitri Karamazov and Alyosha -LRB- or , if we stretch it far enough , Falstaff and Prince Hal -RRB- .
Component-Whole(e2,e1)	The <e1> kitchen </e1> contained a large <e2> stove </e2> , a sink , a small table with chairs , and an old sofa that had seen many children and grandchildren tear at its skin .
Content-Container(e2,e1)	A <e1> bottle </e1> with <e2> cereal </e2> in it contains more calories than the bottle alone so it can set your baby up for some overeating habits .
Entity-Origin(e1,e2)	In the known reciprocating hermetically sealed motor compressors , the refrigerant <e1> gas </e1> arrives vaporized from in the <e2> shell </e2> .
